Go.	Va !
It was truly a miracle.	C'était un vrai miracle.
It was your own choice.	C'était votre choix.
It was your own choice.	Ce fut votre choix.
It was your own choice.	Ce fut ton choix.
It wasn't a permission.	Ce n'était pas une permission.
It wasn't all my fault.	Tout n'était pas de ma faute.
It wasn't all that bad.	Tout n'était pas si mauvais.
It wasn't at all funny.	Ce n'était pas du tout amusant.
It wasn't funny at all.	Ce n'était pas drôle du tout.
It wasn't made of wood.	Ce n'était pas fait de bois.
It won't stop bleeding.	Ça ne s'arrête pas de saigner.
It'll be different now.	Ça sera différent, désormais.
It'll be too late then.	Ce sera alors trop tard.
It's October the third.	Nous sommes le trois octobre.
It's a Chinese company.	C'est une société chinoise.
It's a beautiful story.	C'est une belle histoire.
It's a bit further way.	C'est un peu plus loin.
It's a cautionary tale.	C'est un conte moral.
It's a cautionary tale.	Il s'agit d'un conte moral.
It's a dangerous world.	C'est un monde dangereux.
It's a hard, dirty job.	C'est un travail difficile et sale.
It's a matter of pride.	Question de fierté.
It's a matter of pride.	C'est une question de fierté.
It's a matter of taste.	C'est une question de goût.
It's a matter of taste.	Les goûts et les couleurs...
It's a personal matter.	Il s'agit d'une affaire personnelle.
It's a personal matter.	C'est une affaire personnelle.
It's a present for you.	C'est un cadeau pour toi.
It's a present for you.	C'est un cadeau pour vous.
It's a serious illness.	C'est une maladie sérieuse.
It's a tremendous deal.	C'est un contrat énorme.
It's a very quiet room.	C'est une chambre très calme.
It's across the street.	C'est de l'autre côté de la rue.
It's against my morals.	Ça va à l'encontre de mes valeurs morales.
It's against the rules.	C'est contraire aux règles.
It's against the rules.	C'est en infraction avec les règles.
It's ahead of schedule.	C'est en avance sur l'horaire.
It's all right with me.	Je vais bien.
It's almost impossible.	C'est presque impossible.
It's almost time to go.	Il est presque l'heure d'y aller.
It's already 7 o'clock.	Il est déjà 7 heures.
It's already been done.	Ça a déjà été fait.
It's an abuse of power.	C'est un abus de pouvoir.
It's an acquired taste.	C'est un goût qui s'apprend.
It's an ambitious plan.	C'est un plan ambitieux.
It's an excellent wine.	C'est un excellent vin.
It's an important step.	C'est un pas important.
It's as simple as that.	C'est aussi simple que ça.
It's awfully expensive.	C'est horriblement cher.
It's bad for the heart.	C'est mauvais pour le cœur.
It's been a long night.	La nuit a été longue.
It's business as usual.	C'est le train-train.
It's business as usual.	C'est toujours la même chose.
It's close to my house.	C'est près de ma maison.
It's completely normal.	C'est parfaitement normal.
It's fairly warm today.	Il fait assez chaud, aujourd'hui.
It's for you to decide.	C'est à toi de décider.
It's for you to decide.	C'est à toi d'en décider.
It's for you to decide.	C'est à vous de décider.
It's for you to decide.	C'est à vous d'en décider.
It's for you to decide.	La décision est entre tes mains.
It's for you to decide.	La décision est entre vos mains.
It's getting cold here.	Il commence à faire froid ici.
It's going really well.	Ça se déroule vraiment très bien.
It's going really well.	Ça se passe vraiment très bien.
It's going to be close.	Ça va être serré.
It's going to be close.	Ça va être juste.
It's going to get ugly.	Ça ne va pas être beau à voir.
It's great to meet you.	C'est super de te rencontrer.
It's great to meet you.	C'est super de vous rencontrer.
It's impolite to point.	C'est impoli de montrer les autres du doigt.
It's incredibly boring.	C'est incroyablement ennuyeux.
It's just not worth it.	Ça n'en vaut juste pas la peine.
It's just pepper spray.	Ce n'est que du gaz lacrymogène.
It's kind of important.	C'est plutôt important.
It's like one of those.	C'est similaire à l'un de ceux-là.
It's like one of those.	C'est similaire à l'une de celles-là.
It's like one of those.	C'est comme l'un de ceux-là.
It's like one of those.	C'est comme l'une de celles-là.
It's making me nervous.	Ça me rend nerveux.
It's morally repugnant.	C'est moralement répugnant.
It's nearly impossible.	C'est presque impossible.
It's nearly impossible.	C'est pratiquement impossible.
It's no trouble at all.	Cela ne pose aucun problème.
It's no trouble at all.	Ce n'est pas du tout un problème.
It's not an easy sport.	Ce n'est pas un sport facile.
It's not brain surgery.	Ce n'est pas de la neurochirurgie.
It's not far to Boston.	Ce n'est pas loin de Boston.
It's not for everybody.	Ce n'est pas pour tout le monde.
It's not for everybody.	Ça ne s'adresse pas à tout le monde.
It's not for everybody.	Ce n'est pas tout public.
It's not for everybody.	Ce n'est pas destiné à tout le monde.
It's not getting worse.	Ça n'empire pas.
It's not just a theory.	Ce n'est pas qu'une théorie.
It's not my cup of tea.	Ce n'est pas ma spécialité.
It's not us who did it.	Ce n'est pas nous qui l'avons fait.
It's not without risks.	Ce n'est pas sans risques.
It's now fairly common.	C'est maintenant assez commun.
It's past your bedtime.	L'heure d'aller te coucher est passée.
It's pretty incredible.	C'est assez incroyable.
It's pretty incredible.	C'est plutôt incroyable.
It's rather impressive.	C'est plutôt impressionnant.
It's really cold today.	Il fait vraiment froid aujourd'hui.
It's routine procedure.	C'est une procédure de routine.
It's snowing in Boston.	Il neige à Boston.
It's still my birthday.	C'est quand même mon anniversaire.
It's still not working.	Ça ne fonctionne toujours pas.
It's ten o'clock sharp.	Il est juste dix heures.
It's the ultimate test.	C'est l'examen ultime.
It's there to the left.	C'est là sur la gauche.
It's time for us to go.	Il est temps pour nous d'y aller.
It's time for us to go.	Il est l'heure pour nous de partir.
It's time to eat lunch.	C'est l'heure de déjeuner.
It's time to go to bed.	C'est l'heure d'aller au lit.
It's time we went home.	C'est l'heure où nous sommes rentrés à la maison.
It's too early to know.	Il est trop tôt pour le savoir.
It's too late for them.	C'est trop tard pour eux.
It's too late for them.	C'est trop tard pour elles.
It's very entertaining.	C'est très divertissant.
It's what I want to do.	C'est ce que je veux faire.
It's worth every penny.	Ça vaut son pesant d'or.
It's your duty to vote.	C'est votre devoir de voter.
It's your duty to vote.	C'est ton devoir de voter.
It's your turn to sing.	C'est à toi de chanter.
It's your turn to sing.	C'est à ton tour de chanter.
Just be glad you're OK.	Contente-toi juste d'être sain et sauf.
Just be glad you're OK.	Contente-toi juste d'être saine et sauve.
Just be glad you're OK.	Contentez-vous juste d'être sain et sauf.
Just be glad you're OK.	Contentez-vous juste d'être sains et saufs.
Just be glad you're OK.	Contentez-vous juste d'être saine et sauve.
Just be glad you're OK.	Contentez-vous juste d'être saines et sauves.
Just don't forget this.	N'oublie juste pas cela.
Just don't forget this.	N'oubliez juste pas cela.
Just follow your heart.	Suis juste ton cœur.
Just follow your heart.	Suivez juste votre cœur !
Just get off the stage.	Descendez simplement de la scène !
Just get off the stage.	Descends simplement de la scène !
Just tell us the truth.	Dis-nous simplement la vérité.
Just tell us the truth.	Dites-nous simplement la vérité.
Keep away from the dog.	Reste éloigné du chien.
Keep away from the dog.	Restez éloigné du chien.
Keep away from the dog.	Restez éloignée du chien.
Keep away from the dog.	Restez éloignés du chien.
Keep away from the dog.	Restez éloignées du chien.
Keep it secret, please.	Garde-le secret, je te prie.
Keep the meter running.	Laisse tourner le compteur.
Keep the meter running.	Laissez tourner le compteur.
Keep the window closed.	Gardez la fenêtre fermée.
Keep the window closed.	Laisse la fenêtre fermée !
Keep up with the times.	Restez dans le coup.
Keep up with the times.	Reste dans le coup.
Keep your hands off me.	Bas les pattes !
Laughter is infectious.	Le rire est contagieux.
Let bygones be bygones.	Ce qui est fait est fait.
Let bygones be bygones.	Oublions le passé.
Let me buy you a drink.	Laisse-moi te payer une boisson.
Let me check my wallet.	Laissez-moi vérifier mon portefeuille !
Let me check my wallet.	Laisse-moi vérifier mon portefeuille !
Let me do this for you.	Laisse-moi le faire à ta place !
Let me do this for you.	Laissez-moi le faire à votre place !
Let me get back to you.	Laisse-moi revenir vers toi !
Let me get back to you.	Laissez-moi revenir vers vous !
Let me get you the key.	Laisse-moi te dégoter la clé.
Let me get you the key.	Laissez-moi vous dégoter la clé.
Let me join your cause.	Laissez-moi rejoindre votre mouvement.
Let me see your tongue.	Montrez-moi votre langue.
Let me think this over.	Laissez-moi y réfléchir !
Let me think this over.	Laisse-moi y réfléchir !
Let me write that down.	Laisse-moi noter ça !
Let me write that down.	Laissez-moi noter ça !
Let them do their jobs.	Laissez-les faire leurs boulots !
Let us finish our work.	Laissez-nous finir notre travail.
Let's be clear on this.	Soyons clairs quant à ceci !
Let's begin on page 30.	Commençons en page trente.
Let's begin on page 30.	Commençons à la page trente.
Let's cross the street.	Traversons la rue.
Let's do this properly.	Faisons-le correctement.
Let's do this properly.	Faisons ça correctement.
Let's do this properly.	Faisons cela convenablement !
Let's eat before we go.	Mangeons avant de partir.
Let's get back to work.	Retournons au travail !
Let's get back to work.	Remettons-nous au travail !
Let's get it over with.	Finissons-en !
Let's go ahead and eat.	Allons en avant et mangeons.
Let's go to the picnic.	Allons au pique-nique.
Let's not be too hasty.	Ne nous précipitons pas !
Let's not discuss this.	N'en discutons pas.
Let's not tell anybody.	Ne le disons à personne !
Let's plug up the hole.	Bouchons le trou.
Let's put it to a vote.	Soumettons-le au vote.
Let's say you're right.	Disons que vous avez raison.
Let's see what happens.	Voyons ce qu'il advient.
Let's see what happens.	Voyons ce qui se passe.
Let's see what happens.	Voyons voir ce qui se passe.
Let's see what happens.	Voyons ce qui arrive.
Let's see what happens.	Voyons voir ce qui arrive.
Let's see what it does.	Voyons ce que ça fait !
Let's share this money.	Partageons cet argent.
Let's sit on the bench.	Asseyons-nous sur le banc.
Let's sit on the grass.	Asseyons-nous sur l'herbe.
Let's speak in English.	Parlons anglais.
Let's start right away.	Partons tout de suite.
Let's take a rest here.	Reposons-nous ici.
Let's take a short cut.	Prenons un raccourci.
Let's take a short cut.	Prenons un raccourci !
Let's take a tea break.	Faisons une pause thé.
Let's take a tea break.	Faisons une pause-thé !
Lie on your right side.	Étendez-vous sur le côté droit.
Life is like a journey.	La vie est comme un voyage.
Life isn't fair, is it?	La vie n'est pas juste, si ?
Listen to me carefully.	Écoute-moi attentivement.
Listen to me carefully.	Écoute-moi bien.
Living here isn't easy.	Vivre ici n'est pas facile.
Look at the blackboard.	Regarde le tableau.
Look at the blackboard.	Regardez le tableau.
Look in the phone book.	Regarde dans l'annuaire.
Look out of the window.	Regarde par la fenêtre.
Look out of the window.	Regarde par la fenêtre !
Look out of the window.	Regardez par la fenêtre !
Look, there's a rabbit!	Regarde, il y a un lapin !
Look, there's a rabbit!	Regardez, il y a un lapin !
Love is hard to define.	L'amour est difficile à définir.
Luckily nobody drowned.	Heureusement, personne ne se noya.
Luckily nobody drowned.	Par chance, personne ne s'est noyé.
Luckily nobody got wet.	Heureusement, personne n'a été trempé.
Lunch will be provided.	Le déjeuner sera fourni.
Make the new guy do it.	Faites-le faire au nouveau type.
Mary is Tom's fiancée.	Marie est la fiancée de Tom.
Mary is my half-sister.	Marie est ma demi-sœur.
Mary likes watching TV.	Mary aime regarder la télévision.
Mary oiled her bicycle.	Marie a mis de l'huile à son vélo.
Mary's husband is rich.	Le mari de Marie est riche.
May I be of assistance?	Puis-je vous être d'une aide quelconque ?
May I borrow this book?	Puis-je emprunter ce livre ?
May I have a signature?	Puis-je avoir une signature ?
May I have a timetable?	Puis-je disposer d'un horaire ?
May I introduce myself?	Puis-je me présenter ?
May I look at the menu?	Puis-je jeter un coup d'œil au menu ?
May I look at the menu?	Pourrais-je regarder le menu ?
May I put it down here?	Puis-je le mettre ici ?
May I see you tomorrow?	Puis-je te voir demain ?
May I see you tomorrow?	Puis-je vous voir demain ?
May I start eating now?	Puis-je commencer à manger maintenant ?
May I turn down the TV?	Puis-je baisser le son du téléviseur ?
May I turn down the TV?	Puis-je baisser le son du poste de télévision ?
May I use the bathroom?	Puis-je utiliser vos toilettes ?
Maybe I drink too much.	Je bois peut-être trop.
Meet me in the hot tub.	Rejoins-moi dans le baquet d'eau chaude.
Meet me in the hot tub.	Rejoignez-moi dans le baquet d'eau chaude.
Mind your own business!	Mêle-toi de tes affaires.
Mind your own business!	Occupe-toi de tes propre affaires !
Mind your own business!	Occupez-vous de vos propres affaires !
Mind your own business.	Mêlez-vous de vos affaires.
Mind your own business.	Mêle-toi de tes propres affaires !
Money isn't everything.	L'argent n'est pas tout.
My GPS works very well.	Mon GPS fonctionne très bien.
My GPS works very well.	Mon système de géo-localisation fonctionne très bien.
My TV has quit working.	Mon téléviseur a cessé de fonctionner.
My TV has quit working.	Mon poste de télévision a cessé de fonctionner.
My body aches all over.	J'ai mal partout.
My brother is an idiot.	Mon frère est un imbécile.
My brother is an idiot.	Mon frère est un idiot.
My cat is following me.	Mon chat me suit.
